SELECT     COD_OS, STATUS_OS, STATUS, COD_RESPONSAVEL, TIPO_OS, DATA_ENTRADA, HORA_ENTRADA, DATA_TERMINO, HORA_TERMINO, COD_FUNCIONARIO, COD_CLIENTE, SUBTOTAL, TIPO_DESC, VALOR_DESC, TOTAL, TIPO_PAGAMENTO, PAGAMENTO, ValorDescReal, COD_PEDIDO, 
                  OBS, ENTRADA
FROM        OS
Dados:
308	1	TERMINADO	2	CONSERTO	2026-03-09 00:00:00.000	1900-01-01 09:39:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	10	1645,00	R	0,00	1645,00	À Prazo	PROMISSORIA	0,00	568		0,00
310	1	TERMINADO	2	CONSERTO	2026-03-09 00:00:00.000	1900-01-01 17:48:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	99	570,00	R	0,00	570,00	À Vista	1 - FORMA	0,00	571		0,00
311	1	TERMINADO	2	CONSERTO	2026-03-09 00:00:00.000	1900-01-01 18:03:00.000	2026-03-13 00:00:00.000	1900-01-01 00:00:00.000	2	100	2947,09	R	0,00	2947,09	À Prazo	PROMISSORIA	0,00	572		0,00
312	1	TERMINADO	2	CONSERTO	2026-03-10 00:00:00.000	1900-01-01 14:27:00.000	2026-03-14 00:00:00.000	1900-01-01 00:00:00.000	3	101	2202,00	R	0,00	2202,00	À Prazo	PROMISSORIA	0,00	574		0,00
313	1	TERMINADO	2	CONSERTO	2026-03-10 00:00:00.000	1900-01-01 15:17:00.000	2026-03-13 00:00:00.000	1900-01-01 00:00:00.000	3	5	55,01	R	0,00	55,01	À Prazo	PROMISSORIA	0,00	575		0,00
314	1	TERMINADO	2	CONSERTO	2026-03-11 00:00:00.000	1900-01-01 15:34:00.000	2026-03-13 00:00:00.000	1900-01-01 00:00:00.000	3	8	160,00	R	0,00	160,00	À Prazo	PROMISSORIA	0,00	577		0,00
315	1	TERMINADO	2	CONSERTO	2026-03-12 00:00:00.000	1900-01-01 08:18:00.000	2026-03-12 00:00:00.000	1900-01-01 00:00:00.000	3	1	1014,00	R	0,00	1014,00	À Vista	1 - FORMA	0,00	578		0,00
316	1	TERMINADO	2	CONSERTO	2026-03-12 00:00:00.000	1900-01-01 08:23:00.000	2026-03-13 00:00:00.000	1900-01-01 00:00:00.000	3	8	1586,00	R	0,00	1586,00	À Prazo	PROMISSORIA	0,00	579		0,00
317	1	TERMINADO	2	CONSERTO	2026-03-12 00:00:00.000	1900-01-01 13:50:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	2	80	7347,47	R	0,00	7347,47	À Prazo	PROMISSORIA	0,00	581		0,00
318	1	TERMINADO	2	CONSERTO	2026-03-12 00:00:00.000	1900-01-01 14:22:00.000	2026-03-14 00:00:00.000	1900-01-01 00:00:00.000	2	102	2090,00	R	0,00	2090,00	À Prazo	PROMISSORIA	0,00	582		0,00
