SELECT     codigo, cod_os, descricao, preco, quantidade, subtotal, desconto, total, data, cod_servico
FROM        OS_Servicos_Auto
Dados:
158	41	TROCA DAS BUCHAS E PIVOS  DAS BALANÇAS	800,00	1	800,00	0,00	800,00	2025-03-26 00:00:00.000	159
160	41	CAMBAGEM	100,00	2	200,00	0,00	200,00	2025-03-26 00:00:00.000	2
163	42	TROCA DE OLEO COMPLETO	150,00	1	150,00	0,00	150,00	2025-03-26 00:00:00.000	61
164	41	TROCA KIT DE EMBREAGEM	800,00	1	800,00	0,00	800,00	2025-03-26 00:00:00.000	9
165	41	ALINHAMENTO E. BALANCIAMENTO 	150,00	1	150,00	0,00	150,00	2025-03-26 00:00:00.000	161
166	43	TROCA DE PNEU 	20,00	2	40,00	0,00	40,00	2025-03-26 00:00:00.000	1
167	44	CAMBAGEM	100,00	1	100,00	0,00	100,00	2025-03-31 00:00:00.000	2
168	45	TROCA PASTILHA DE. FREIO	60,00	1	60,00	0,00	60,00	2025-04-02 00:00:00.000	162
169	45	TROCA SAPATA DE. FREIO	180,00	1	180,00	0,00	180,00	2025-04-02 00:00:00.000	163
170	45	TROCA CABO FREIO DE MAO.	80,00	1	80,00	0,00	80,00	2025-04-02 00:00:00.000	164
171	47	DESENPENAR QUATRO RODAS E BALANCIAR	450,00	1	450,00	0,00	450,00	2025-04-22 00:00:00.000	167
172	48	LIMPEZA E REGULAGEM SAPATA DE FREIO	120,00	1	120,00	0,00	120,00	2025-04-22 00:00:00.000	NULL
173	48	TROCA CANO DE FREIO	150,00	1	150,00	0,00	150,00	2025-04-22 00:00:00.000	169
174	49	ALINHAMENTO	70,00	1	70,00	0,00	70,00	2025-05-05 00:00:00.000	54
175	49	CAMBAGEM	100,00	1	100,00	0,00	100,00	2025-05-05 00:00:00.000	2
176	50	TROCA DE PNEU E DESEMPENO DE RODA	200,00	1	200,00	0,00	200,00	2025-05-13 00:00:00.000	170
177	51	ALINHAMENTO E BALANCIAMENTO- R.F	170,00	1	170,00	0,00	170,00	2025-05-13 00:00:00.000	19
178	51	CAMBAGEM	100,00	1	100,00	0,00	100,00	2025-05-13 00:00:00.000	2
179	52	TROCA DE OLEO E TODOS OS. FILTROS	170,00	1	170,00	0,00	170,00	2025-06-05 00:00:00.000	172
180	53	ALINHAMENTO E BALANCIAMENTO 	150,00	1	150,00	0,00	150,00	2025-07-03 00:00:00.000	90
181	53	TROCA DE 04 PNEUS	100,00	1	100,00	0,00	100,00	2025-07-03 00:00:00.000	174
182	55	TROCA PASTILHA DE FREIO	100,00	1	100,00	0,00	100,00	2025-08-06 00:00:00.000	35
183	57	TROCA DE 04 PNEUS	120,00	1	120,00	0,00	120,00	2025-08-11 00:00:00.000	174
184	57	ALINHAMENTO E BALANCIAMENTO- R.F	170,00	1	170,00	0,00	170,00	2025-08-11 00:00:00.000	19
185	57	TROCA  COXIM DO AMORTECEDOR 	280,00	1	280,00	0,00	280,00	2025-08-11 00:00:00.000	10
186	58	TROCA DA MOLA MESTRA	180,00	1	180,00	0,00	180,00	2025-09-01 00:00:00.000	21
187	58	REAPERTO DA SUSPENSÃO DIANTEIRA	100,00	1	100,00	0,00	100,00	2025-09-01 00:00:00.000	177
188	59	REMOÇAO DE MANGUEIRAS E INTERCOOLER	450,00	1	450,00	0,00	450,00	2025-10-06 00:00:00.000	178
189	60	ALINHAMENTO E BALANCIAMENTO 	150,00	1	150,00	0,00	150,00	2025-10-13 00:00:00.000	90
190	60	TROCA DE 04 PNEUS	120,00	1	120,00	0,00	120,00	2025-10-13 00:00:00.000	174
191	60	TROCA DE OLEO COMPLETO,	120,00	1	120,00	0,00	120,00	2025-10-13 00:00:00.000	181
192	61	ALINHAMENTO E. BALANCIAMENTO 	150,00	1	150,00	0,00	150,00	2025-10-17 00:00:00.000	161
193	61	TROCA DE 02 PNEUS	50,00	1	50,00	0,00	50,00	2025-10-17 00:00:00.000	91
194	62	TROCA DA BALANÇA SUPERIOR	150,00	1	150,00	0,00	150,00	2025-10-22 00:00:00.000	183
195	62	TROCA BUCHA E PIVO INF.	450,00	1	450,00	0,00	450,00	2025-10-22 00:00:00.000	187
196	62	TROCA DE 1 BIELETA	60,00	1	60,00	0,00	60,00	2025-10-22 00:00:00.000	188
197	62	TROCA DA BOMBA VACUA	950,00	1	950,00	0,00	950,00	2025-10-22 00:00:00.000	189
198	62	TROCA BUCHA FEIXE DE MOLA	380,00	1	380,00	0,00	380,00	2025-10-22 00:00:00.000	190
199	62	LIMPEZA E REGULAGEM E FREIO	80,00	1	80,00	0,00	80,00	2025-10-22 00:00:00.000	191
201	63	VERIFICAÇAO DO ABS.	120,00	1	120,00	0,00	120,00	2025-10-24 00:00:00.000	194
202	63	ALINHAMENTO E BALANCIAMENTO 	170,00	1	170,00	0,00	170,00	2025-10-24 00:00:00.000	90
203	63	TROCA DE OLEO COMPLETO	350,00	1	350,00	0,00	350,00	2025-10-24 00:00:00.000	61
205	66	TROCA DE OLEO COMPLETO	160,00	1	160,00	0,00	160,00	2025-10-24 00:00:00.000	61
206	66	BALANCEAMENTO	100,00	1	100,00	0,00	100,00	2025-10-24 00:00:00.000	196
207	66	REGULAGEM DA SAPATA DE FREIO	80,00	1	80,00	0,00	80,00	2025-10-24 00:00:00.000	195
208	67	TROCA PARAFUSOS RODA DIANT	100,00	1	100,00	0,00	100,00	2025-10-24 00:00:00.000	200
209	68	TROCA DO RETENTOR DO VOLANTE	600,00	1	600,00	0,00	600,00	2025-10-28 00:00:00.000	201
210	68	RETIRADA DE VAZAMENTO DO CÁRTER	180,00	1	180,00	0,00	180,00	2025-10-28 00:00:00.000	202
211	68	TROCA DO RADIADOR DE AGUA	200,00	1	200,00	0,00	200,00	2025-10-28 00:00:00.000	203
212	69	REVISÃO GERAL COMPLETA DO VEICULO F4000	3500,00	1	3500,00	0,00	3500,00	2025-10-29 00:00:00.000	204
213	70	PASSAGEM DE APARELHO	150,00	1	150,00	0,00	150,00	2025-10-30 00:00:00.000	205
214	74	TROCA DE OLEO COMPLETO	350,00	1	350,00	0,00	350,00	2025-11-03 00:00:00.000	61
215	74	CONCERTO DO RADIADOR	400,00	1	400,00	0,00	400,00	2025-11-03 00:00:00.000	206
216	76	TROCA DO KIT EMBREAGEM	500,00	1	500,00	0,00	500,00	2025-11-03 00:00:00.000	208
217	76	TROCA CABO EMBREAGEM	80,00	1	80,00	0,00	80,00	2025-11-03 00:00:00.000	209
218	76	TROCA PARTILHA DE FREIO	60,00	1	60,00	0,00	60,00	2025-11-03 00:00:00.000	210
220	80	TROCA DE 2 CILINDRO E SAP. DE FREIO 	180,00	1	180,00	0,00	180,00	2025-11-13 00:00:00.000	213
221	80	TROCA DA 2 BUCHA ESTABILADORA 	80,00	1	80,00	0,00	80,00	2025-11-13 00:00:00.000	211
222	83	TROCA DO KIT EMBREAGEM	400,00	1	400,00	0,00	400,00	2025-11-15 00:00:00.000	208
223	83	TROCA PASTILHA DE FREIO	60,00	1	60,00	0,00	60,00	2025-11-15 00:00:00.000	35
224	83	TROCA DA LAVANCA DE MACHA 	100,00	1	100,00	0,00	100,00	2025-11-15 00:00:00.000	215
225	83	PASSAGEM DE APARELHO	150,00	1	150,00	0,00	150,00	2025-11-15 00:00:00.000	205
226	83	SERVIÇO DE INJECAO	250,00	1	250,00	0,00	250,00	2025-11-15 00:00:00.000	118
229	85	TROCA DA TURBINA +DIAGNOSTICO DO SIS.´´	500,00	1	500,00	0,00	500,00	2025-11-18 00:00:00.000	217
230	86	TROCA DA MOLA TRAZEIRA 	150,00	1	150,00	0,00	150,00	2025-11-18 00:00:00.000	218
231	87	REBOCAGEM DE VEICULO 	850,00	1	850,00	0,00	850,00	2025-11-18 00:00:00.000	219
232	88	TROCA KIT DE EMBREAGEM	700,00	1	700,00	0,00	700,00	2025-11-18 00:00:00.000	9
233	88	TROCA DOS EIXOS	150,00	1	150,00	0,00	150,00	2025-11-18 00:00:00.000	220
234	88	TROCA DA BUCHA DA BARRA 	80,00	1	80,00	0,00	80,00	2025-11-18 00:00:00.000	222
235	88	TROCA DA BALANÇA 	120,00	1	120,00	0,00	120,00	2025-11-18 00:00:00.000	223
236	95	TROCA PARTILHA DE FREIO	80,00	1	80,00	0,00	80,00	2025-11-25 00:00:00.000	210
238	95	TROCA DE 2 CILINDRO  E SAPATA DE FREIO 	300,00	1	300,00	0,00	300,00	2025-11-25 00:00:00.000	212
239	96	PASSAGEM DE APARELHO	150,00	1	150,00	0,00	150,00	2025-11-25 00:00:00.000	205
240	96	SERVIÇO DE ESTALAÇÃO DO ABS	200,00	1	200,00	0,00	200,00	2025-11-25 00:00:00.000	226
241	97	TROCA DE OLEO COMPLETO	150,00	1	150,00	0,00	150,00	2025-11-26 00:00:00.000	61
242	97	TROCA PASTILHA DE FREIO	60,00	1	60,00	0,00	60,00	2025-11-26 00:00:00.000	35
243	97	TROCA KIT CORREIA DETADA	220,00	1	220,00	0,00	220,00	2025-11-26 00:00:00.000	227
244	97	ALINHAMENTO E BALANCIAMENTO 	150,00	1	150,00	0,00	150,00	2025-11-26 00:00:00.000	90
245	98	TROCA DA VISCOSA	200,00	1	200,00	0,00	200,00	2025-11-27 00:00:00.000	230
246	98	TROCA DO RADIADOR 	250,00	1	250,00	0,00	250,00	2025-11-27 00:00:00.000	229
247	99	TROCA DE PNEU 	25,00	6	150,00	0,00	150,00	2025-11-27 00:00:00.000	1
248	99	ALINHAMENTO E BALANCIAMENTO 	160,00	1	160,00	0,00	160,00	2025-11-27 00:00:00.000	90
249	99	TROCA DA BUCHA DA BALANÇA E PIVO 	240,00	1	240,00	0,00	240,00	2025-11-27 00:00:00.000	232
250	99	TROCA DE BIELETA	60,00	1	60,00	0,00	60,00	2025-11-27 00:00:00.000	58
